"id","y","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18"
2468,38.02,46.76,-1,63.1,NA,NA,NA,59,8.17,14.33,-4.44,"a3",18.14,"H",NA,21.4,40.8,"B",51.11
2469,11.56,46.5,0.06,59.9,NA,NA,NA,57,9.09,10.98,-0.94,"a3",19.73,"I",NA,21.48,40.77,"B",51.34
2470,40.1,46.5,-1,60.3,NA,NA,NA,55,8.73,12.81,-1.65,"a5",27.73,"F",NA,21.48,40.79,"C",51.38
2471,18.13,46.5,-0.81,59.5,6.48,8.29,18.39,61,8.88,9.16,-0.88,"a4",18.93,"G",18.39,21.5,40.77,"B",51.4
2472,25.99,46.43,-0.74,61.3,19.28,8.73,18.32,57,8.96,32.66,4.57,"a5",30.73,"H",18.39,21.41,40.73,"C",51.29
2473,54.91,46.4,-0.99,62.7,NA,NA,NA,57,8.31,22.05,-1.31,"a5",27.68,"F",NA,21.39,40.7,"C",51.13
2474,18.3,46.4,-0.68,60.5,9.65,9.49,18.29,61,8.79,16.91,6,"a4",19.89,"H",18.39,21.39,40.68,"B",51.01
2475,375.23,46.29,-0.44,61.1,52.55,4.61,18.29,61,6.28,73.66,3.1,"a3",18.34,"E",18.39,21.39,40.56,"B",51.04
2476,76.42,46.23,-0.97,62.4,40.17,6.75,18.29,56,6.87,59.52,1.15,"a5",25.95,"H",18.39,21.39,40.5,"C",51.02
2477,21.08,46.15,-0.93,61.9,21.6,7.39,18.29,57,8.47,36,0.64,"a5",21.04,"G",18.39,21.41,40.55,"B",51.15
2478,28.84,46.23,-0.99,62.4,11.99,8.3,18.29,57,7.93,20.97,1.74,"a5",18.61,"G",18.39,21.4,40.6,"B",51.31
2479,31.36,46.43,-1,59.4,11.04,7.68,18.29,59,7.49,19.06,-2.35,"a3",17.49,"E",18.41,21.39,40.72,"B",51.87
2480,71.33,46.56,-0.92,61.7,17.27,6.42,18.29,57,7.57,28.97,-0.82,"a5",18.56,"F",18.46,21.39,40.83,"B",52.06
2481,31.08,46.63,-0.52,62.4,9.89,8.77,18.29,60,8.67,16.69,2.1,"a4",36.88,"I",18.45,21.39,40.86,"D",52.24
2482,299.4,46.79,-0.55,62.8,20.58,4.67,18.29,59,6.92,29.87,0.92,"a4",16.66,"H",18.47,21.39,41.01,"B",52.59
2483,75.22,46.86,-0.93,60.7,12.35,6.26,18.29,56,8.03,19.74,-1.85,"a5",26.44,"G",18.47,21.39,41.06,"C",52.7
2484,16.38,46.9,0.02,60.7,18.52,9.74,18.29,61,8.71,31.67,9.04,"a4",29.92,"J",18.48,21.35,41.08,"C",52.77
2485,268.1,46.97,-0.6,63.3,22.54,5.97,18.29,56,7.1,34.46,-3.49,"a2",17.68,"F",18.48,21.29,41.16,"B",52.98
2486,35.22,47.09,-1,62.5,20.13,6.64,18.29,57,7.47,33.78,-2.32,"a3",18.85,"G",18.5,21.29,41.2,"B",53.28
2487,25.38,47.29,-0.97,61,7.93,7.57,18.29,58,7.18,12.43,-2.48,"a4",15.98,"G",18.5,21.25,41.28,"B",53.8
2488,459.77,47.53,-0.5,61.8,23.61,4.89,18.29,56,6.75,31.95,0.93,"a5",16.08,"J",18.5,21.2,41.3,"B",54.1
2489,24.82,47.66,-0.66,61.6,7.81,7.41,18.29,57,8.69,12.16,-3.84,"a3",27.66,"J",18.5,21.2,41.36,"C",54.21
2490,31.85,47.83,-1,60.7,11.31,7.23,18.29,62,8.3,19.57,-4.15,"a2",19.16,"E",18.48,21.17,41.38,"B",54.31
2491,11.16,48.15,0.02,67.5,16.31,8.42,18.29,55,9.19,28.47,-1.02,"a1",21.92,"G",18.5,21.1,41.42,"B",54.58
2492,233.1,48.73,-0.54,62.1,24.1,6.19,18.39,54,6.5,37.51,-0.3,"a5",16.85,"D",18.5,21.1,41.5,"B",55.24
2493,17.95,48.86,-0.95,61.8,11.24,8.16,18.39,56,8.07,19.98,1.19,"a5",18.83,"F",18.5,21.1,41.58,"B",55.28
2494,309.6,48.93,-0.56,62,20.93,4.76,18.39,56,6.52,30.35,1.63,"a5",15.89,"E",18.5,21.1,41.59,"B",55.23
2495,362.32,49.06,-0.42,60,26.57,5.8,18.39,57,6.52,39.93,-1.92,"a3",16.88,"E",18.5,21.12,41.59,"B",55.29
2496,32.06,49.23,-1,60.7,9.65,7.49,18.39,63,8.05,16.1,-3.16,"a3",18.21,"G",18.5,21.1,41.67,"B",55.29
2497,203.67,49.66,-0.64,62.7,15.48,5.06,18.39,59,7.16,19.81,-1.59,"a4",15.9,"G",18.5,21.03,41.9,"B",55.12
2498,258.73,49.79,-0.54,60.7,16.54,5.96,18.39,56,6.52,17.33,-3.26,"a5",13.74,"G",18.5,21.04,41.9,"B",55.15
2499,112.3,49.86,-0.76,62.3,15.89,5.62,18.39,59,6.68,25.66,-1.53,"a4",16.3,"G",18.5,21,41.98,"B",55.18
2500,144.51,50.2,-0.82,58.8,13.16,6.6,18.5,57.3,8.34,16.6,-4.88,"a3",26.38,"E",18.5,21,42.18,"C",55.14
2501,300.3,50.29,-0.62,62.4,20.57,6.52,18.5,57,6.49,29.81,-1.44,"a5",22.28,"G",18.5,21,42.2,"C",55.09
2502,127.06,50.34,-0.79,59.6,14.1,6.77,18.5,59,6.88,21.19,-1.9,"a5",22.91,"G",18.5,21,42.24,"C",55.05
2503,45.29,50.4,-1,62.2,20.58,8.07,18.5,59,8.54,34.32,1.15,"a4",29.56,"F",18.5,20.98,42.29,"C",55
2504,78,50.4,-0.93,60.2,14.61,6.6,18.5,60,7.74,24.25,-3.33,"a3",26.13,"E",18.5,21,42.29,"C",54.95
2505,49.52,50.4,-0.94,62.1,11.34,6.24,18.5,55,7.61,18.83,-1.81,"a5",17.59,"E",18.5,20.99,42.36,"B",54.83
2506,230.41,50.5,-0.58,60.7,23.89,5.3,18.5,56,6.75,37.21,1.02,"a5",30.83,"G",18.5,20.98,42.4,"D",54.72
2507,312.01,50.5,-0.51,62.3,NA,NA,NA,54,5.84,26.87,-1.79,"a5",19.82,"F",NA,20.89,42.43,"C",54.7
2508,12.02,50.59,-0.73,62.4,11.45,7.8,18.5,55,8.59,20.57,-0.78,"a4",19.96,"E",18.5,20.89,42.49,"B",54.71
2509,29.17,50.59,-0.48,62,17.9,8.21,18.6,56,9.04,30.59,1.35,"a4",30.79,"J",18.5,20.89,42.5,"C",54.72
2510,40.82,50.59,-1,63.7,28.79,7.43,18.6,57,8.29,45.47,-1.72,"a2",29.54,"F",18.5,20.89,42.52,"C",54.78
2511,30.07,50.63,-1,61.7,10.57,7.66,18.53,61,7.84,18.17,-4.5,"a1",18.08,"F",18.5,20.86,42.55,"B",54.83
2512,390.62,50.73,-0.51,63.2,21.55,5.75,18.6,59,6.24,28.75,-4.39,"a2",14.78,"H",18.5,20.86,42.58,"B",55.18
2513,29.35,50.79,-0.96,63.3,23.69,7.2,18.6,57,7.43,38.8,-1.48,"a3",19.14,"G",18.5,20.83,42.59,"B",55.2
2514,117.37,50.63,-0.78,61.4,18.9,6.42,18.6,55,7.05,30.82,-0.76,"a5",17.58,"D",18.5,20.8,42.7,"B",54.64
2515,179.37,50.5,-0.65,61.9,18.22,6.36,18.6,55,6.93,28.33,-1.2,"a5",16.89,"F",18.5,20.79,42.72,"B",54.33
2516,224.47,50.34,-0.52,61.2,17.73,4.38,18.6,55,6.02,25.72,2.74,"a5",8.52,"G",18.5,20.71,43.09,"A",53.65
2517,121.8,50.26,-0.89,56,17.78,6.95,18.6,67,7.7,28.86,-4.78,"a1",26.37,"F",18.49,20.7,43.23,"C",53.33
2518,188.5,50.09,-0.65,62.4,15.24,5.52,18.6,60,6.58,20.35,-2.51,"a4",14.94,"I",18.43,20.66,43.42,"B",52.73
2519,114.16,50.03,-0.8,62.4,NA,NA,NA,58,8.4,21.11,-1.77,"a5",27.53,"E",NA,20.63,43.47,"C",52.52
2520,42.1,49.9,-1,61.2,NA,NA,NA,54,8.07,9.82,-2.91,"a5",25.2,"E",NA,20.59,43.6,"C",52.19
2521,119.9,49.63,-0.76,62,14.88,6.2,18.6,56,7.09,23.36,-1.54,"a5",16.8,"H",18.39,20.5,43.76,"B",51.89
2522,222.72,49.59,-0.62,60.9,18.57,5.72,18.6,60,7.02,27.79,-1.84,"a4",16.85,"H",18.39,20.5,43.81,"B",51.78
2523,29.18,49.53,-1,58.4,9.01,8.29,18.6,57,8.24,14.82,-0.09,"a4",18.43,"E",18.39,20.5,43.86,"B",51.7
2524,39.88,49.5,-0.93,62.1,12.43,9.02,18.6,58,7.61,21.4,3.84,"a4",17.96,"J",18.39,20.5,43.9,"B",51.6
2525,31,49.4,-0.92,62.8,32.29,7.27,18.53,57,7.78,49.97,1.26,"a5",28.26,"H",18.39,20.39,44,"C",51.39
2526,44.48,49.33,-1,62.9,19.04,8.14,18.53,57,8.17,32.09,-0.8,"a2",28.27,"H",18.39,20.39,44.02,"C",51.3
2527,198.61,49.23,-0.65,61.9,16.18,5.14,18.6,56,6.83,22.77,-0.25,"a5",15.81,"D",18.39,20.37,44.13,"B",51.23
2528,21.67,49.2,-0.95,62.1,11.37,8.12,18.5,57,8.14,20.08,1.05,"a5",18.96,"G",18.39,20.3,44.2,"B",51.16
2529,264.55,49.09,-0.54,62.6,20.02,5.29,18.57,58,6.42,29.68,-0.87,"a4",22.17,"D",18.39,20.29,44.26,"C",51.1
2530,28.88,49.09,-0.99,63.8,6.42,7.3,18.57,57,7.75,6.48,-6.09,"a2",16.02,"F",18.39,20.25,44.49,"B",51.05
2531,19.08,49.09,0,67.7,9.65,9.47,18.53,57,9.39,16.87,2.88,"a1",30.47,"I",18.4,20.22,44.51,"C",51.02
2532,362.32,49.09,-0.42,61.6,21.22,5.1,18.6,59,6.69,29.12,-1.81,"a3",15.86,"E",18.43,20.2,44.48,"B",50.95
2533,34.08,49.09,-0.9,63,16.75,8.41,18.57,57,7.77,28.78,1.91,"a4",26.82,"I",18.4,20.2,44.41,"C",50.88
2534,237.53,49.09,-0.54,61.1,19.78,4.81,18.57,53,5.72,29.92,1.64,"a5",25.92,"G",18.41,20.2,44.42,"D",50.79
2535,22.76,49.09,-0.99,60.8,16.94,7.73,18.6,58,7.89,29.25,-1.16,"a3",19.36,"E",18.4,20.2,44.41,"B",50.79
2536,25.34,49,-0.88,61.7,11.8,8.12,18.6,55,8.37,20.74,1.11,"a5",27.84,"F",18.49,20.13,44.49,"C",50.7
2537,285.71,48.97,-0.66,62.4,20.68,5.2,18.6,57,6.71,30.5,0.39,"a5",23.08,"H",18.5,20.1,44.33,"C",50.52
2538,273.6,49.24,-0.51,61.7,17.24,5.72,18.7,56,6.89,19.88,-2.48,"a5",14.94,"F",18.5,20.1,44.29,"B",50.5
2539,124.46,49.2,-0.78,61.7,26.06,6.36,18.67,55,7.15,41.33,0.09,"a5",18.62,"G",18.5,20.02,44.2,"B",50.3
2540,19.5,49.06,-0.96,60.6,9.32,6.84,18.6,56,8.11,16.16,-1.93,"a5",18.43,"G",18.5,20,44.2,"B",50.22
2541,67.57,49,-0.92,61.8,19.25,6.91,18.6,56,7.13,32.11,-2.37,"a3",17.97,"H",18.5,20,44.19,"B",50.2
2542,275.48,48.97,-0.59,61.7,21.87,5.97,18.6,59,5.33,33.12,-1.66,"a4",13.97,"G",18.5,20,44.17,"B",50.16
2543,191.75,48.9,-0.7,62,22.4,5.8,18.6,54,7.05,35.35,-0.02,"a5",10.79,"I",18.5,20,44.18,"A",50.1
2544,40.49,48.9,-1,63.4,8.68,6.93,18.6,61,8.78,12.88,-4.51,"a3",27.89,"F",18.5,19.98,44.19,"C",50.09
2545,185.19,48.79,-0.54,62.3,27.14,4.87,18.6,56,6.71,42.39,2.72,"a5",17.73,"E",18.5,19.9,44.2,"B",50.09
2546,178.57,48.76,-0.62,61.5,18.7,5.16,18.6,56,7.28,29.27,0.69,"a5",32.26,"F",18.5,19.91,44.21,"D",50.11
2547,174.83,48.7,-0.81,59.5,31.24,6.27,18.6,57,7.44,47.98,-1.51,"a3",27.01,"H",18.5,19.89,44.2,"C",50.09
2548,16.14,48.63,-0.73,61.6,9.08,7.56,18.6,57,8.64,15.85,-0.93,"a5",19.47,"D",18.5,19.89,44.2,"B",50.09
2549,253.81,48.59,-0.58,60.8,19.17,4.99,18.6,60,7.06,28.1,-0.24,"a4",23.91,"E",18.5,19.89,44.09,"C",50.09
2550,285.71,48.59,-0.66,62.1,21.31,5.78,18.6,59,7.27,31.81,-1.61,"a4",24.94,"D",18.5,19.89,44.09,"C",50.23
2551,182.48,48.53,-0.58,61.3,15.08,5.18,18.6,55,6.89,20.3,-0.7,"a5",29.37,"F",18.5,19.94,44.09,"D",50.67
2552,180.34,48.53,-0.71,56.5,15.71,6.57,18.6,61,6.57,22.5,-5.05,"a2",15.34,"F",18.5,20.07,44.09,"B",51
2553,12.51,48.43,0.14,62.3,17.52,8.7,18.6,60,9.2,30.26,3.28,"a4",31.29,"I",18.5,20.28,44.09,"C",51.35
2554,28.44,48.5,-1,62.2,8.76,7.8,18.6,61,8.46,14.26,-1.68,"a4",18.8,"D",18.5,20.58,44.2,"B",51.5
2555,361.01,48.43,-0.51,63.4,24.32,6.12,18.6,60,6.71,36.08,-2.67,"a3",23.57,"H",18.5,20.65,44.22,"C",51.52
2556,104,48.4,-0.92,59.7,18.38,6.79,18.6,60,6.99,30.2,-1.71,"a4",17.43,"I",18.5,20.87,44.2,"B",51.34
2557,367.65,48.4,-0.52,62.9,20.04,5.18,18.6,57,6.65,24.14,-2.98,"a3",14.83,"G",18.52,20.9,44.15,"B",51.3
2558,207.25,48.4,-0.55,61.4,20.31,5.47,18.6,59,5.65,31.61,-0.87,"a4",25.92,"H",18.58,21.05,44,"D",51.81
2559,33.11,48.36,-0.98,61.7,18.27,6.79,18.6,58,8.12,31.09,-1.46,"a4",28.07,"D",18.55,21.1,43.91,"C",52.03
2560,24.34,48.26,-0.73,62.2,6.54,7.37,18.6,55,8.8,8.2,-4.58,"a3",18.51,"J",18.5,21.13,43.77,"B",52.02
2561,73.29,48.2,-0.93,61.8,24.75,7.02,18.6,56,7.82,39.91,0.31,"a5",27.75,"D",18.53,21.19,43.68,"C",51.98
2562,164.47,48.09,-0.79,61.6,17.97,6.09,18.6,54,6.45,28.23,-1.02,"a5",15.97,"I",18.5,21.21,43.56,"B",51.51
2563,30.39,48.03,-1,63.3,12.98,8.03,18.6,57,7.64,22.69,-0.98,"a3",18.21,"E",18.55,21.11,43.5,"B",51.11
2564,28.69,48,-0.5,63.7,8.39,8.97,18.6,54,8.18,13.31,0.58,"a2",26.27,"F",18.53,21.03,43.45,"C",50.7
2565,190.11,47.93,-0.55,61.6,30.94,6.24,18.6,56,5.29,47.51,0.46,"a5",9.93,"G",18.51,20.97,43.38,"A",50.33
2566,29.47,47.9,-1,63.4,11.73,6.86,18.6,60,8.24,20.46,-3.44,"a3",19.16,"E",18.53,20.9,43.29,"B",50.13
2567,172.86,47.83,-0.71,56.5,15.28,5.83,18.6,61,6.36,21.7,-4.7,"a2",14.82,"F",18.53,20.88,43.29,"B",49.96
2568,157.85,47.79,-0.78,62.5,NA,NA,NA,55,6.85,20.96,-3.81,"a3",22.62,"G",NA,20.82,43.29,"C",49.71
2569,126.74,47.73,-0.81,62.3,13.27,6.82,18.53,57,6.9,18.87,-2.25,"a5",22.6,"D",18.53,20.81,43.26,"C",49.56
2570,71.35,48.27,-0.99,62.2,11.38,7.44,18.67,57,7.83,17.63,-1.3,"a5",25.55,"D",18.57,20.87,43.22,"C",50.65
2571,264.55,48.66,-0.54,60.8,20.79,6.01,18.7,58,6.87,31.28,-1.89,"a4",23.73,"D",18.59,20.9,43.26,"C",51.26
2572,79.97,49.2,-0.86,60.5,17.65,5.73,18.7,58,6.92,29.43,-0.21,"a5",10.37,"H",18.6,21,43.26,"A",53.34
2573,27.5,49.23,-0.51,62.1,15.63,8.79,18.7,57,8.04,27.15,4.37,"a5",27.5,"H",18.6,20.95,43.22,"C",53.42
2574,53.33,49.29,-0.99,65.7,NA,NA,NA,59,8.17,28.56,-4.77,"a1",19.78,"F",NA,20.89,43.25,"B",53.48
2575,23.02,49.47,-1,62,12.04,8.37,18.76,58,7.98,21.25,1.05,"a4",18.76,"F",18.6,20.79,43.29,"B",53.94
2576,169.35,49.5,-0.75,62.8,23.47,5.29,18.79,55,6.85,37.25,1.16,"a5",24.49,"E",18.6,20.79,43.26,"C",54.24
2577,318.47,49.56,-0.52,62.3,28.73,5.76,18.79,59,6.65,43.64,-0.47,"a4",17.53,"I",18.6,20.79,43.28,"B",54.31
2578,217.86,49.7,-0.64,62.8,18.93,6.05,18.79,56,6.82,28.71,-3.1,"a3",16.59,"D",18.6,20.79,43.26,"B",54.6
2579,27.66,49.73,-0.96,62.2,22.71,8,18.79,54.1,9.17,37.47,2.19,"a5",31.7,"E",18.6,20.79,43.23,"C",54.89
2580,158.35,49.79,-0.64,61.3,18.09,5.79,18.79,56,7.17,28.61,-0.62,"a5",31.81,"F",18.6,20.79,43.2,"D",55.13
2581,22.03,50.13,-1,61.8,11.4,7.39,18.82,57,8.79,20.12,-0.78,"a5",20.26,"D",18.6,20.72,43.09,"B",55.61
2582,72.41,50.09,-0.91,65.3,13.6,6.55,18.79,55,8.63,22.49,-5.52,"a1",19.98,"F",18.6,20.71,43.09,"B",55.78
2583,23.96,50.29,-0.97,58.7,5.9,8.37,18.89,58,7.74,5.45,-1.37,"a4",15.87,"E",18.6,20.7,43,"B",55.4
2584,258.73,50.29,-0.66,61.6,17.08,5.75,18.89,59,7.06,21.09,-3.19,"a4",22.68,"E",18.6,20.7,42.98,"C",55.29
2585,116.21,50.29,-0.85,60.1,NA,NA,NA,59,6.55,21.77,-3.21,"a3",22.07,"E",NA,20.7,42.93,"C",55.21
2586,340.14,50.36,-0.55,60.9,30.95,6.58,18.89,54,6.76,46.65,-1.82,"a3",24.71,"F",18.6,20.7,42.9,"C",55.08
2587,54.57,50.36,-1,63.6,11.7,6.54,18.89,54,7.74,19.34,-4.84,"a2",25.63,"J",18.6,20.7,42.9,"C",54.99
2588,177.46,50.4,-0.63,57.1,15.57,5.37,18.89,61,6.93,22.27,-4.8,"a1",9.1,"G",18.6,20.7,42.79,"A",54.97
2589,287.36,50.4,-0.56,62.7,17.79,5.29,18.89,56,7.28,21.27,-3.42,"a3",15.93,"E",18.6,20.7,42.79,"B",54.96
2590,19.57,50.43,-0.65,60.2,6.62,8.75,18.89,60,8.63,9.38,1,"a4",18.45,"I",18.6,20.7,42.77,"B",54.9
2591,20.9,50.5,-0.74,62,22.52,8.27,18.89,56,8.87,37.27,0.07,"a2",21.93,"I",18.6,20.7,42.72,"B",54.86
2592,108.81,50.5,-0.87,57.7,19.85,6.85,18.89,57,7,32.46,-3.47,"a2",24.65,"D",18.6,20.7,42.7,"C",54.74
2593,213.68,50.5,-0.54,60.6,14.96,5.48,18.89,57,7.42,14.24,-2.89,"a5",15.16,"G",18.6,20.7,42.68,"B",54.52
2594,96.2,50.5,-0.92,62.5,17.01,6.33,18.96,57,7.62,28.06,-0.96,"a5",26.12,"G",18.6,20.7,42.63,"C",54.49
2595,161.94,50.59,-0.66,61.5,15.98,5.27,18.93,54,7.8,24.13,-0.2,"a5",18.14,"D",18.6,20.7,42.59,"B",54.23
2596,69.69,50.59,-0.93,61.3,13.13,7.64,19,59,6.94,21.65,-1.32,"a4",16.51,"E",18.6,20.64,42.5,"B",53.84
2597,122.62,50.59,-0.78,61.1,14.22,6.34,18.93,56,7.55,21.73,-1.85,"a5",17.48,"F",18.6,20.62,42.5,"B",53.77
2598,179.86,50.59,-0.77,60.7,21.03,6.56,19,56,7.06,33.31,-2.68,"a3",24.75,"E",18.6,20.6,42.5,"C",53.7
2599,139.57,50.59,-0.68,61.8,NA,NA,NA,55,7.53,23.68,-0.06,"a5",10.1,"G",NA,20.6,42.49,"A",53.7
2600,203.46,50.59,-0.62,62.3,15.98,5.83,19,54,6.54,21.79,-1.85,"a5",15.03,"D",18.6,20.6,42.43,"B",53.69
2601,243.61,50.59,-0.63,61.5,NA,NA,NA,59,7.99,38.77,-0.9,"a4",35.9,"I",NA,20.57,42.4,"D",53.61
2602,47.47,50.59,-1,58.1,9.99,7.43,19,63,7.88,15.82,-5.43,"a1",25.6,"E",18.6,20.5,42.4,"C",53.66
2603,27.68,50.66,-1,59.7,23.46,7.8,19,59,7.29,38.49,-0.3,"a3",18.84,"G",18.6,20.5,42.4,"B",53.76
2604,30.77,50.66,-1,63.7,12.05,7.33,19,57,7.89,21.01,-3.82,"a2",18.52,"G",18.6,20.53,42.4,"B",53.84
2605,215.29,50.7,-0.54,60.3,20.39,5.17,19,58,6.85,31.59,0.82,"a5",10.15,"F",18.6,20.53,42.4,"A",53.98
2606,104.66,50.7,-0.77,62.1,19.24,5.59,19,56,7.64,31.57,0.16,"a5",18.86,"G",18.6,20.6,42.34,"B",54.13
2607,15.5,50.66,-0.72,62.8,10.19,8.37,19,57,8.98,18.11,1.73,"a5",20.44,"G",18.55,20.6,42.21,"B",53.97
2608,41.75,50.06,-0.99,53.8,NA,NA,NA,63,7.16,21.18,-4.72,"a1",24.19,"E",NA,20.5,41.91,"C",52.96
2609,66.31,49.6,-0.99,64.2,17.51,5.86,19,62,7.97,29.44,-3.36,"a2",27.39,"F",18.5,20.5,41.8,"C",52.83
2610,361.01,49.27,-0.45,62.6,41.41,5.78,19,59,6.55,60.25,-0.52,"a3",31.41,"E",18.5,20.5,41.61,"D",52.49
2611,16.76,48.97,-0.74,63.1,11.59,8.53,18.96,59,8.67,20.66,0.64,"a3",20.11,"H",18.5,20.5,41.58,"B",52.28
2612,20.57,48.83,0.02,62.8,NA,NA,NA,58,8.37,7.22,2.44,"a5",25.9,"J",NA,20.5,41.53,"C",52.18
2613,215.98,48.36,-0.75,57.7,22.48,7.05,18.89,62,7.42,35.15,-3.28,"a2",25.93,"F",18.5,20.5,41.4,"C",52.01
2614,81.83,48.23,-0.83,62,15.65,6.39,18.89,54,8.13,26.03,-1.14,"a5",11.22,"G",18.5,20.49,41.4,"A",51.5
2615,75.59,48.03,-0.95,62.7,11.85,6.24,18.89,58,7.9,18.53,-3.01,"a4",17.97,"I",18.5,20.39,41.4,"B",51.02
2616,303.95,47.79,-0.51,62.8,32.09,5.04,18.89,56,6.4,48.44,0.47,"a3",17.39,"E",18.5,20.53,41.3,"B",52.2
2617,335.57,47.73,-0.56,61.6,26.48,5.37,18.89,60,6.43,40.08,-0.07,"a4",16.76,"G",18.5,20.64,41.29,"B",52.16
2618,30.77,47.7,-0.98,61.3,12.21,8.59,18.89,57,8.37,21.31,0.89,"a3",19.51,"G",18.53,20.75,41.29,"B",52.05
2619,297.62,47.67,-0.62,61.7,21.43,5.22,18.89,58,6.41,31.77,-1.53,"a3",22.31,"F",18.6,20.88,41.31,"C",52.02
2620,233.92,47.53,-0.64,62.6,16.98,6.33,18.89,58,7.28,22.96,-3.23,"a4",23.84,"H",18.6,20.99,41.29,"C",51.95
2621,79.84,47.33,-0.92,61,NA,NA,NA,56,7.95,19.01,-2.02,"a5",26.06,"D",NA,21.2,41.29,"C",52.02
2622,316.96,47.4,-0.59,60.8,20.07,5.16,18.89,59,6,27.88,-2,"a3",20.45,"E",18.6,21.29,41.29,"C",52.18
2623,153.61,47.29,-0.75,62.3,19.52,6.37,18.89,58,6.84,31.23,-2.81,"a3",17.11,"H",18.6,21.29,41.29,"B",50.68
2624,38.23,47.2,-1,60.2,22.2,7.76,18.89,59,7.95,36.68,0.46,"a4",27.97,"G",18.6,21.2,41.19,"C",49.77
2625,445.43,47.2,-0.54,61.7,29.47,5.23,18.89,60,7.06,43.66,0.41,"a4",25.23,"E",18.6,21.15,41.1,"C",49.43
2626,39.96,47.2,-1,62.2,9.4,7.71,18.89,56,8.9,14.92,-0.91,"a5",28.58,"H",18.6,21.1,41.09,"C",49.13
2627,118.06,47.2,-0.83,63.7,14.47,6.95,18.89,56,8.34,22.52,-4.53,"a2",27.53,"D",18.6,21.09,41.05,"C",48.85
2628,185.87,47.09,-0.65,61.3,16.99,6.03,18.89,55,7.38,25.52,-1.4,"a5",17.39,"F",18.68,21.07,41.08,"B",48.61
2629,23.81,47.09,-0.74,62.7,27.06,7.81,18.89,57,8.76,43.31,2.03,"a5",30.84,"I",18.7,21.02,40.99,"C",48.22
2630,308.64,47.03,-0.59,62.7,NA,NA,NA,59,7.08,27.95,-1.75,"a4",16.66,"I",NA,21,40.93,"B",48.06
2631,56.8,46.97,-1,60.9,32.7,6.82,18.89,57,7.97,50.38,0.77,"a5",28.83,"G",18.71,21,40.91,"C",47.92
2632,69.69,46.97,-0.96,62.5,20.08,8.03,18.89,57,8.2,33.32,1.9,"a5",28.41,"G",18.79,21,40.91,"C",47.79
2633,272.48,47.03,-0.52,61.6,18.17,5.2,18.89,57,7.3,24.39,-0.51,"a5",16.65,"D",18.8,21,40.84,"B",47.64
2634,86.58,47.03,-0.76,61.9,47.06,6.18,18.89,56,7.17,67.71,0.52,"a4",20,"F",18.85,21,40.81,"B",47.35
2635,72.99,47,-0.93,61.5,11.27,6.2,18.89,59,7.81,17.23,-4.17,"a3",25.42,"D",18.82,21,40.74,"C",47.32
2636,154.44,46.93,-0.65,61.8,15.87,5.24,18.89,59,7.35,24.19,-1.08,"a4",31.98,"F",18.88,21,40.78,"D",47.13
2637,70.87,46.93,-0.91,61.8,15.49,6.3,18.89,56,7.56,26.01,-1.08,"a5",25.81,"D",18.89,20.98,40.73,"C",47.05
2638,116.28,46.73,-0.82,61.3,23.65,6.39,18.89,55.1,7.8,38.02,-0.14,"a5",19.69,"H",18.89,20.89,40.55,"B",46.89
2639,46.22,46.7,-1,62.5,10.64,6.63,18.89,60,7.35,17.46,-3.03,"a4",24.26,"G",18.89,20.92,40.45,"C",47.34
2640,27.56,46.63,-0.96,59.4,23.91,8.09,18.82,58,8.86,39.11,1.58,"a4",22.02,"G",18.81,21,40.4,"B",47.25
2641,189.93,46.66,-0.63,62.4,21.54,5.75,18.89,58,6.66,33.99,-1.07,"a4",16.93,"F",18.83,21,40.39,"B",47.06
2642,37.04,46.43,-1,61.5,12.7,7.01,18.82,59,8.43,21.99,-2.17,"a4",19.68,"H",18.79,20.89,40.4,"B",46.71
2643,38.33,46.26,-0.99,63.5,11.16,7.96,18.79,55,7.6,18.99,-1.66,"a3",17.66,"F",18.79,20.86,40.4,"B",46.58
2644,39.6,46.13,-0.99,61.7,9.74,8.35,18.79,54,8.56,15.79,1.19,"a5",19.13,"J",18.79,20.79,40.31,"B",46.41
2645,103.25,46.06,-0.75,61.9,12.9,6.29,18.79,55,7.53,19.49,-2.06,"a5",17.21,"D",18.79,20.79,40.29,"B",46.3
2646,55.19,45.93,-0.96,61.8,20.87,6.58,18.79,55,7.26,34.63,-0.3,"a5",18.46,"F",18.79,20.79,40.23,"B",46.23
2647,37.98,45.86,-0.96,62.2,10.08,8.88,18.79,57,8.59,16.69,2.57,"a4",27.92,"J",18.79,20.77,40.2,"C",46.1
2648,32.38,45.72,-1,62.6,8.76,7.19,18.79,55,8.07,13.93,-1.98,"a5",17.93,"G",18.79,20.79,40.13,"B",46.18
2649,107.93,45.56,-0.92,61,12.98,6.39,18.73,61,7.1,19.4,-3.13,"a4",23.41,"J",18.77,20.89,40.01,"C",46.84
2650,19.61,45.47,-0.68,62,7.72,8.73,18.79,60,8.28,12.48,0.41,"a3",26.53,"H",18.73,21.01,39.89,"C",46.79
2651,228.31,45.4,-0.65,62.9,16.51,4.97,18.73,58,6.95,21.67,-1.12,"a4",22.64,"H",18.71,21.11,39.8,"C",47.22
