"id","class","color","vineyard","fixed.acidity","acid.sulfur","volatile.acidity","sulfur.taste","citric.acid","residual.sugar","chlorides","chlor.class","free.sulfur.dioxide","condition","total.sulfur.dioxide","density","pH","acid.taste","sulphates","acidity.variance","alcohol"
3938,"good","red","E",7.2,3.07857825325985,0.53,3.15173916276083,0.14,2.1,0.064,"e3",15,"I1",29,0.99323,3.35,2.3,0.61,0.24,12.1
3939,"medium","white","D",6.8,2.93115218140977,0.34,5.53819787974731,0.69,1.3,0.058,"g2",12,"I1",171,0.9931,3.06,2.09,0.47,0,9.7
3940,"medium","white","A",8.9,2.96080311490237,0.33,1.88221021208194,0.32,1.5,0.047,"d1",11,"I1",200,0.9954,3.19,2.67,0.46,0.24,9.4
3941,"good","white","E",7.6,3.48409891500983,0.22,5.41945124688424,0.34,9.7,0.035,"g1",26,"I1",143,0.9965,3.08,1.69,0.49,0.24,9.8
3942,"good","white","E",8.3,3.17988867663087,0.3,3.07587176989322,0.36,10,0.042,"g3",33,"S2",169,0.9982,3.23,1.89,0.51,0.24,9.3
3943,"poor","white","B",6.8,2.45573162482716,0.2,3.25144388847181,0.27,1.2,0.034,"d1",19,"S3",68,0.9902,3.14,1.51,0.37,0.24,11.7
3944,"excellent","white","D",8.2,2.64477619038464,0.22,2.04552585434401,0.36,6.8,0.034,"i3",12,"S2",90,0.9944,3.01,1.64,0.38,0.24,10.5
3945,"good","white","A",7.7,2.90997395820232,0.49,2.03420755276962,1,19.6,0.03,"g2",28,"I1",135,0.9973,3.24,2.96,0.4,0.24,12
3946,"good","white","E",7.4,2.93194330956079,0.18,1.61976589232305,0.31,1.4,0.058,"i3",38,"I2",167,0.9931,3.16,1.82,0.53,0.24,10
3947,"good","red","B",10.1,3.58121614172854,0.45,2.88033929372536,0.23,1.9,0.082,"c3",10,"P2",18,0.99774,3.22,1.73,0.65,0.24,9.3
3948,"medium","white","A",7,3.14328440166671,0.34,2.75899887406501,0.1,3.5,0.044,"e2",17,"I2",63,0.9937,3.01,2.47,0.39,0.24,9.2
3949,"good","white","B",5.9,2.01819339871092,0.17,2.39243290136318,0.29,3.1,0.03,"h1",32,"I2",123,0.98913,3.41,2.21,0.33,0.24,13.7
3950,"excellent","white","B",5.4,4.11025550980481,0.46,2.91562406114807,0.15,2.1,0.026,"c1",29,"S1",130,0.98953,3.39,2.65,0.77,0.24,13.4
3951,"good","red","B",11.9,2.78183998576421,0.695,2.3923415034741,0.53,3.4,0.128,"i2",7,"S3",21,0.9992,3.17,1.44,0.84,0.24,12.2
3952,"poor","white","E",6.1,3.59047929676698,0.28,2.4722912874877,0.25,12.9,0.054,"e2",34,"S1",189,0.9979,3.25,1.63,0.43,0.24,9
3953,"good","white","A",7.6,2.80622351995668,0.23,2.48759163809352,0.49,10,0.036,"d2",45,"I1",182,0.9967,3.08,2.47,0.58,0.24,9.6
3954,"good","white","D",7.5,2.88848688925962,0.19,2.65371828810867,0.34,2.6,0.037,"b3",33,"I2",125,0.9923,3.1,1.4,0.49,0.24,11.1
3955,"good","red","B",7.7,2.85662670869226,0.26,1.93661852788293,0.3,1.7,0.059,"g1",20,"I2",38,0.9949,3.29,1.97,0.47,0.24,10.8
3956,"good","white","E",5.7,2.67879190430131,0.23,2.17023326780964,0.28,9.65,0.025,"d2",26,"I2",121,0.9925,3.28,1.94,0.38,0.24,11.3
3957,"good","red","C",8.8,3.18831193232092,0.27,3.29417148402265,0.39,2,0.1,"h2",20,"I1",27,0.99546,3.15,2.54,0.69,0.24,11.2
3958,"good","white","B",7.7,2.84564881716031,0.11,3.83089174085831,0.34,14.05,0.04,"g3",41,"S1",114,0.99634,3.07,2.28,0.59,0.24,11
3959,"medium","white","E",8.2,2.40036334303144,0.24,4.61105256462408,0.3,2.3,0.05,"c2",23,"I2",106,0.99397,2.98,2.19,0.5,0.24,10
3960,"medium","red","B",8.4,3.39052432327187,0.665,2.00332803800769,0.61,2,0.112,"c3",13,"I1",95,0.997,3.16,2.49,0.54,0.24,9.1
3961,"medium","white","D",6.2,2.53278770019674,0.27,2.34850576238975,0.47,1.2,0.146,"i2",28,"P2",105,0.99224,3.23,1.95,0.51,0.24,10.1
3962,"good","white","E",5.9,3.11387590826073,0.25,4.12983408636187,0.25,11.3,0.052,"h3",30,"I2",165,0.997,3.24,1.58,0.44,0.24,9.5
3963,"good","white","D",8.5,2.24572052340087,0.25,2.54310894357691,0.27,4.7,0.031,"c2",31,"S1",92,0.9922,3.01,2.49,0.33,0.24,12
3964,"good","white","C",7.1,2.38547085009504,0.43,3.16319617241437,0.3,6.6,0.025,"i2",15,"I1",138,0.99126,3.18,2.71,0.46,0.24,12.6
3965,"medium","red","B",10.6,4.01686846988785,0.36,2.27110702511463,0.59,2.2,0.152,"c1",6,"I1",18,0.9986,3.04,2.33,1.05,0.24,9.4
3966,"good","white","D",7.4,3.1277213169072,0.25,2.29275274836258,0.36,13.2,0.067,"f1",53,"S3",178,0.9976,3.01,2.61,0.48,0.24,9
3967,"good","white","E",5.7,3.38124960338313,0.26,3.37604617620667,0.27,4.1,0.201,"b1",73.5,"P1",189.5,0.9942,3.27,2.07,0.38,0.24,9.4
3968,"medium","white","B",6.8,3.01412735337832,0.21,2.35327663235094,0.27,18.15,0.042,"i3",41,"I1",146,1.0001,3.3,2.25,0.36,0.24,8.7
3969,"good","white","C",7,3.32349938627273,0.21,2.52089095279994,0.28,8.6,0.045,"g3",37,"I1",221,0.9954,3.25,1.87,0.54,0.24,10.4
3970,"good","white","B",6,3.26806603933011,0.17,4.51553482378452,0.3,7.3,0.039,"d1",39,"S1",104,0.99252,2.91,3.34,0.57,0.24,11
3971,"good","white","E",6.3,2.52443346612669,0.495,2.07795206599863,0.22,1.8,0.046,"d2",31,"I2",140,0.9929,3.39,2.29,0.54,0.24,10.4
3972,"medium","white","D",6.3,3.24702327108212,0.34,2.35987030359625,0.52,6.3,0.047,"d1",63,"I1",186,0.99481,3.18,2.07,0.44,0.24,9.6
3973,"medium","white","B",7.1,3.82461551003837,0.37,1.76773313439167,0.67,10.5,0.045,"c3",49,"S1",155,0.9975,3.16,2.13,0.44,0.24,8.7
3974,"good","white","A",6.5,3.26228428980451,0.25,2.49030705531678,0.32,9.9,0.045,"f3",41,"I1",128,0.99636,3.18,2.65,0.52,0.24,9.6
3975,"good","white","D",6.9,3.39000390075916,0.2,1.67596877011845,0.3,4.7,0.041,"d2",40,"I1",148,0.9932,3.16,1.94,0.35,0.24,10.2
3976,"medium","white","D",6.8,2.36376273317549,0.35,2.45295099587297,0.53,10.1,0.053,"d2",37,"I2",151,0.9963,3.07,2.71,0.4,0.24,9.4
3977,"poor","white","B",8.5,2.42461492026902,0.22,2.77644468038009,0.34,0.7,0.04,"h2",5,"S1",25,0.9918,3.04,1.89,0.37,0.24,10.5
3978,"good","white","D",5.7,2.92287657467302,0.22,2.96265077607508,0.2,16,0.044,"b1",41,"I2",113,0.99862,3.22,2.33,0.46,0.24,8.9
3979,"good","white","D",6.1,2.57429598331026,0.27,2.11743455350696,0.33,2.2,0.021,"e1",26,"I1",117,0.9886,3.12,3.08,0.3,0.24,12.5
3980,"medium","white","A",6.9,2.10069888368371,0.19,3.27445708886428,0.33,1.6,0.043,"g2",63,"I1",149,0.9925,3.44,1.95,0.52,0.24,10.8
3981,"good","white","D",6.3,2.29217703318944,0.22,1.85295466431703,0.22,5.6,0.039,"d2",31,"I1",128,0.99296,3.12,2.05,0.46,0.24,10.4
3982,"medium","white","E",7.7,2.80087793648965,0.28,2.65150612626274,0.58,12.1,0.046,"e3",60,"S1",177,0.9983,3.08,2.11,0.46,0.24,8.9
3983,"medium","red","D",9.3,2.78091107647183,0.27,3.96228440164632,0.41,2,0.091,"h1",6,"P2",16,0.998,3.28,1.58,0.7,0.24,9.7
3984,"good","white","A",7,2.10796479784543,0.15,2.88991076937001,0.28,14.7,0.051,"f3",29,"I2",149,0.99792,2.96,1.88,0.39,0.24,9
3985,"good","white","C",8.4,3.21994143108741,0.2,2.11941736634012,0.38,11.8,0.055,"h3",51,"I1",170,1.0004,3.34,1.85,0.82,0.24,8.9
3986,"medium","white","E",7.7,3.08991665070965,0.3,2.14455658915862,0.42,14.3,0.045,"f3",45,"I1",213,0.9991,3.18,1.89,0.63,0.24,9.2
3987,"good","red","D",6.3,2.77871609915572,0.3,3.93469338882259,0.48,1.8,0.069,"c1",18,"S2",61,0.9959,3.44,2.94,0.78,0.24,10.3
3988,"good","white","A",6.9,3.89056294367454,0.38,2.68337008722858,0.29,13.65,0.048,"i2",52,"I1",189,0.99784,3,2.04,0.6,0.24,9.5
3989,"good","white","A",6.9,2.96591731735448,0.25,2.47154473789365,0.29,2.4,0.038,"d2",28,"I1",76,0.99088,3.01,2.31,0.36,0,11.7
3990,"medium","white","E",7,4.07712603254436,0.36,1.80561306112226,0.14,11.6,0.043,"g3",35,"I1",228,0.9977,3.13,1.86,0.51,0.24,8.9
3991,"medium","white","C",5.8,2.25992465122789,0.555,2.34447466824305,0.26,4.5,0.053,"d3",17,"E",126,0.9943,3.24,1.94,0.46,0.24,9.1
3992,"good","white","D",6.5,2.9758846667821,0.19,2.52378374389187,0.3,0.8,0.043,"b2",33,"I2",144,0.9936,3.42,1.54,0.39,0.24,9.1
3993,"medium","white","D",6,2.87028856194214,0.28,2.35627127020786,0.29,19.3,0.051,"d2",36,"I1",174,0.99911,3.14,2.13,0.5,0.24,9
3994,"medium","white","C",7.3,2.78706438512914,0.33,3.69610845797963,0.22,1.4,0.041,"f3",40,"S1",177,0.99287,3.14,2.35,0.48,0.24,9.9
3995,"poor","white","E",6.4,3.10647135224652,0.43,4.22400459496996,0.27,1.1,0.054,"b1",5,"I1",110,0.9939,3.24,2.32,0.52,0.24,9.1
3996,"medium","red","B",6.8,2.95647969310935,0.83,2.71664412233257,0.09,1.8,0.074,"b3",4,"S2",25,0.99534,3.38,2.9,0.45,0.24,9.6
3997,"good","white","D",6.1,3.26483473302707,0.24,2.30652535211091,0.26,1.7,0.033,"b3",61,"I1",134,0.9903,3.19,2.2,0.81,0.24,11.9
3998,"medium","white","C",7.5,2.88490446238559,0.705,2.56014533865477,0.1,13,0.044,"i2",44,"I2",214,0.99741,3.1,1.92,0.5,0.24,9.1
3999,"good","white","D",6.2,3.06276505389954,0.33,2.26383316342485,0.41,16.8,0.037,"f1",58,"I2",173,0.99882,3.25,1.67,0.57,0.24,9.4
4000,"good","red","D",8.8,3.89869327266006,0.33,3.05371011165783,0.41,5.9,0.073,"d2",7,"S3",13,0.99658,3.3,2.21,0.62,0.24,12.1
4001,"good","red","D",7.5,2.96040007832298,0.52,4.40191440465793,0.42,2.3,0.087,"b3",8,"I1",38,0.9972,3.58,1.53,0.61,0.24,10.5
4002,"medium","white","D",8,2.96468429060386,0.59,1.72334490395989,0.71,17.35,0.038,"g1",61,"P2",228,1,2.95,2.32,0.75,0.24,9.3
4003,"good","white","E",6.9,3.17380326020325,0.28,3.65127403038371,0.28,12.2,0.042,"h2",52,"S1",139,0.99522,3.03,2.42,0.56,0.24,10.4
4004,"medium","white","C",7,2.98858143735634,0.47,2.1555935900477,0.07,1.1,0.035,"d3",17,"P1",151,0.991,3.02,3.43,0.34,0.24,10.5
4005,"good","white","A",6,3.08269105672975,0.17,1.40208181110918,0.21,6,0.05,"h1",26,"I1",134,0.9939,3.08,2.03,0.54,0.24,9.8
4006,"medium","white","D",7.6,3.1747704874006,0.39,3.1013949624922,0.46,11.7,0.084,"i2",55,"S3",170,0.99773,2.91,2.08,0.51,0.24,9
4007,"medium","white","D",7.8,2.70130825526148,0.29,2.19341762180706,0.33,8.75,0.035,"b1",33,"P2",181,0.9962,3.11,1.88,0.46,0.24,10.7
4008,"good","white","D",5.9,3.01383023088746,0.435,2.56227981486584,0.16,6.4,0.031,"h1",21,"I1",134,0.99151,3.24,2.16,0.46,0.24,12.2
4009,"good","white","C",6.8,3.67704566943828,0.18,2.64223898354781,0.35,5.4,0.054,"b2",53,"P2",143,0.99287,3.1,2.27,0.54,0.24,11
4010,"good","white","C",6.6,2.97194464729556,0.21,2.27094607388154,0.6,1.1,0.135,"e1",61,"I2",144,0.9927,3.12,2.38,0.39,0.24,9.3
4011,"medium","red","C",7.4,1.63704001582215,0.39,2.90398072766159,0.48,2,0.082,"g2",14,"I1",67,0.9972,3.34,2.72,0.55,0.24,9.2
4012,"good","white","D",6.2,2.41855458372267,0.36,1.92556724536547,0.45,10.4,0.06,"i2",22,"I1",184,0.99711,3.31,2.42,0.56,0.24,9.8
4013,"medium","red","D",7,3.40187657207826,0.57,3.19741515502127,0.02,2,0.072,"g3",17,"I1",26,0.99575,3.36,2.23,0.61,0.24,10.2
4014,"good","red","B",7.5,3.54380456785518,0.57,2.64469318984924,0.02,2.6,0.077,"c1",11,"I1",35,0.99557,3.36,2.65,0.62,0.24,10.8
4015,"good","red","B",8.2,3.03473782979615,0.28,2.1363848130829,0.4,2.4,0.052,"i2",4,"I2",10,0.99356,3.33,2.91,0.7,0.24,12.8
4016,"medium","white","A",4.7,2.80532430167867,0.335,1.6291612765503,0.14,1.3,0.036,"f1",69,"I1",168,0.99212,3.47,1.85,0.46,0.24,10.5
4017,"good","white","B",7.5,2.7387742526565,0.24,5.19418418132133,0.49,9.4,0.048,"e2",50,"I1",149,0.9962,3.17,1.76,0.59,0.24,10.5
4018,"good","white","D",7.3,2.12120440746108,0.43,2.63662029363266,0.37,4.6,0.028,"h2",17,"I2",114,0.991,3.23,1.75,0.43,0.24,13.2
4019,"good","red","D",7,3.1020446011024,0.43,4.01264388854111,0.36,1.6,0.089,"f3",14,"S2",37,0.99615,3.34,1.99,0.56,0.24,9.2
4020,"good","red","D",11.9,4.00992473467131,0.39,2.78865591597392,0.69,2.8,0.095,"h3",17,"I2",35,0.9994,3.1,2.1,0.61,0.24,10.8
4021,"good","red","E",6,3.40863951759589,0.54,2.54577247762538,0.06,1.8,0.05,"b2",38,"I1",89,0.99236,3.3,1.55,0.5,0.24,10.55
4022,"medium","white","D",6.9,2.86711905234174,0.4,3.06041818111739,0.37,8.9,0.053,"i3",36,"I1",148,0.996,3.16,2.69,0.5,0.24,9.3
4023,"medium","white","D",7.1,3.8297620865145,0.26,2.58432328767122,0.3,2,0.031,"f1",13,"I1",128,0.9917,3.19,1.9,0.49,0.24,11.4
4024,"medium","red","A",9.6,2.66203487289765,0.88,3.29844398664925,0.28,2.4,0.086,"c1",30,"I1",147,0.9979,3.24,1.48,0.53,0,9.4
4025,"good","red","E",7.6,3.08431330770191,0.51,2.27664047176018,0.24,2.4,0.091,"e3",8,"S1",38,0.998,3.47,1.96,0.66,0.24,9.6
4026,"medium","red","B",8,2.7409349166586,0.28,2.57464942205932,0.44,1.8,0.081,"h3",28,"I2",68,0.99501,3.36,1.92,0.66,0.24,11.2
4027,"good","white","A",6.8,3.22262182702355,0.27,4.64200823849329,0.3,13,0.047,"d3",69,"I1",160,0.99705,3.16,2.11,0.5,0.24,9.6
4028,"medium","red","E",6.6,3.69611353558468,0.695,2.83199578518922,0,2.1,0.075,"i2",12,"I1",56,0.9968,3.49,2.47,0.67,0.24,9.2
4029,"good","white","B",5.9,2.39752816382809,0.32,4.04177403639534,0.2,14.4,0.05,"b1",29,"S2",144,0.99666,3.24,2.13,0.41,0.24,10.3
4030,"good","white","D",7.1,2.7764826498499,0.39,2.0230411332743,0.3,9.9,0.037,"b1",29,"I2",124,0.99414,3.07,2.75,0.42,0.24,10.9
4031,"medium","red","B",8.7,2.86900575466747,0.78,2.57548114057707,0.51,1.7,0.415,"g2",12,"E",66,0.99623,3,2.03,1.17,0.24,9.2
4032,"medium","white","D",7.2,3.06771764295332,0.27,1.71257624289855,0.46,18.75,0.052,"d1",45,"P2",255,1,3.04,2.21,0.52,0.24,8.9
4033,"good","white","E",6.7,3.12880468938094,0.27,2.8688971761291,0.12,1.3,0.041,"c1",62,"S3",138,0.9921,3.21,2.08,0.42,0.24,10
4034,"good","white","E",7.3,3.84203915566688,0.13,3.67369714390344,0.27,4.6,0.08,"b1",34,"S1",172,0.9938,3.23,1.55,0.39,0.24,11.1
4035,"medium","red","D",12.3,3.07721588419776,0.5,2.65077051779792,0.49,2.2,0.089,"b1",5,"I1",14,1.0002,3.19,2.15,0.44,0.24,9.6
4036,"medium","white","E",7.6,2.51168876772493,0.31,3.11857932506758,0.29,10.5,0.04,"h2",21,"S2",145,0.9966,3.04,2.62,0.35,0.24,9.4
4037,"medium","white","D",5.9,2.58689782870863,0.37,3.08211028963844,0.1,1.6,0.057,"e2",39,"S1",128,0.9924,3.24,1.53,0.48,0.24,10.1
4038,"medium","red","E",7.2,2.88013947073996,0.62,3.05148398682882,0.06,2.7,0.077,"i2",15,"I1",85,0.99746,3.51,1.96,0.54,0.24,9.5
4039,"good","red","A",7.9,2.95596394505072,0.545,3.0221547573013,0.06,4,0.087,"g1",27,"I2",61,0.9965,3.36,2.18,0.67,0.24,10.7
4040,"good","white","C",6,3.05418805003613,0.2,3.10663856281506,0.26,6.8,0.049,"d3",22,"I2",93,0.9928,3.15,1.3,0.42,0.24,11
4041,"medium","white","B",5.8,2.53093061535322,0.33,3.01932625807795,0.23,5,0.053,"i2",29,"I1",106,0.99458,3.13,2.4,0.52,0.24,9
4042,"good","white","D",6.6,2.96346821482195,0.2,2.51657185016733,0.27,10.9,0.038,"f1",29,"I1",130,0.99496,3.11,1.89,0.44,0.24,10.5
4043,"good","white","D",6.6,2.2579211155039,0.22,1.13723366302656,0.29,14.4,0.046,"i3",39,"I1",118,0.99834,3.05,1.81,0.5,0.24,9.1
4044,"good","white","B",6.1,3.02777148626462,0.31,2.44447049762079,0.34,2.8,0.042,"e1",59.5,"I2",162,0.99179,3.27,1.77,0.47,0.24,10.8
4045,"good","white","B",6.5,2.62723984534806,0.26,2.13375581557882,0.32,16.5,0.045,"b2",44,"I2",166,1,3.38,2.01,0.46,0.24,9.5
4046,"medium","red","B",7.1,4.07257003004907,0.71,2.90553316111323,0,1.9,0.08,"g3",14,"I1",35,0.9972,3.47,2.31,0.55,0.24,9.4
4047,"medium","white","E",6.1,3.19839280381118,0.16,2.02055567761351,0.27,12.6,0.064,"i1",63,"I2",162,0.9994,3.66,2.03,0.43,0.24,8.9
4048,"good","white","B",6.1,3.55885793011996,0.17,4.41259984505453,0.28,2.5,0.028,"e3",22,"I2",98,0.99072,3.16,2.43,0.37,0.24,11.1
4049,"medium","red","C",7.7,2.91188407303279,0.96,2.43138123182147,0.2,2,0.047,"d3",15,"I1",60,0.9955,3.36,2.35,0.44,0.24,10.9
4050,"good","white","C",6.9,2.98575955841073,0.44,2.18321731689115,0.42,8.5,0.048,"c1",10,"I1",147,0.9974,3.32,1.97,0.46,0.24,9.5
4051,"good","white","A",7.3,2.69106177010475,0.22,1.47373336559295,0.41,15.4,0.05,"i3",55,"I2",191,1,3.32,2.07,0.59,0.24,8.9
4052,"good","white","A",9,3.13707366138801,0.3,1.75452323546686,0.49,7.2,0.039,"e1",32,"I1",84,0.9938,2.94,1.87,0.32,0.24,11.5
4053,"good","white","C",6.9,3.66855801289135,0.15,3.78347288209141,0.29,2.3,0.033,"c3",14,"S3",82,0.99132,3.1,2.48,0.58,0.24,11.2
4054,"good","red","D",7.6,2.7209682883844,0.36,3.11430426339685,0.31,1.7,0.079,"f2",26,"E",65,0.99716,3.46,2.06,0.62,0.24,9.5
4055,"medium","white","E",6.3,3.34526506603393,0.17,4.28230854494759,0.23,5.7,0.048,"h3",44,"I1",147,0.99382,3.08,1.58,0.54,0.24,10
4056,"good","white","E",6.2,4.15156155633686,0.2,3.39113312652989,0.32,2.8,0.05,"e2",17,"I1",126,0.9936,3.18,2.01,0.55,0.24,9.4
4057,"good","red","B",8,2.61941793199729,0.725,1.93116653504459,0.24,2.8,0.083,"d1",10,"I2",62,0.99685,3.35,1.91,0.56,0.24,10
4058,"medium","white","E",7.8,2.40368602544336,0.34,2.72847830186653,0.27,1.2,0.04,"c2",25,"I2",106,0.9932,3.01,1.71,0.55,0.24,10.4
4059,"good","white","D",7.5,3.42340464583399,0.24,1.91774311339246,0.31,13.1,0.05,"c3",26,"S1",180,0.99884,3.05,2.25,0.53,0.24,9.1
4060,"good","red","E",6.7,2.1364089278126,0.62,2.77813275918175,0.21,1.9,0.079,"b3",8,"I1",62,0.997,3.52,1.95,0.58,0.24,9.3
4061,"good","white","E",6.1,3.17227564257109,0.28,3.06438297370922,0.26,1.5,0.03,"e2",25,"I1",101,0.98894,3.03,2.15,0.41,0.24,12.1
4062,"good","white","D",6.5,3.58244029020874,0.18,3.11091240218079,0.41,14.2,0.039,"f2",47,"S1",129,0.99678,3.28,2.44,0.72,0,10.3
4063,"good","white","B",5.8,3.64784769623329,0.17,2.88387647896151,0.3,1.4,0.037,"f1",55,"S1",130,0.9909,3.29,1.57,0.38,0.24,11.3
4064,"good","white","C",6.3,3.56087368544013,0.22,1.11105782222069,0.34,1.2,0.036,"f1",32,"S2",96,0.98961,3.06,1.77,0.74,0.24,11.6
4065,"medium","white","B",7.6,3.36643158698553,0.26,3.65115581471906,0.47,1.6,0.068,"e3",5,"I1",55,0.9944,3.1,3.03,0.45,0.24,9.6
4066,"good","white","D",7.1,2.55610985502469,0.33,3.10624224903289,0.25,1.6,0.03,"d3",25,"I1",126,0.9901,3.22,1.7,0.34,0.24,12.1
4067,"good","white","E",6.7,4.09872407593627,0.19,4.28913032006887,0.39,1,0.032,"f1",14,"I2",71,0.98912,3.31,1.87,0.38,0.24,13
4068,"good","red","B",7.5,3.05586754277885,0.4,3.77957501078849,0.12,3,0.092,"i1",29,"I1",53,0.9967,3.37,2.21,0.7,0.24,10.3
4069,"good","white","C",7.9,3.4402472064998,0.18,2.17372946783958,0.49,5.2,0.051,"b3",36,"I1",157,0.9953,3.18,2.58,0.48,0.24,10.6
4070,"poor","white","C",7.4,3.03689665162967,0.27,1.6691010957986,0.31,2.4,0.014,"b3",15,"I1",143,0.99094,3.03,2.33,0.65,0.24,12
4071,"good","white","B",7,3.57871016464901,0.22,3.03138231899278,0.28,1.5,0.037,"c1",29,"S1",115,0.9927,3.11,2.46,0.55,0.24,10.5
4072,"good","white","E",5.9,3.07944440534601,0.18,1.58676878638489,0.28,5.1,0.039,"h3",50,"I2",139,0.99165,3.16,2.18,0.44,0.24,11.3
4073,"good","white","B",7.7,3.43905940404495,0.38,2.26878616395431,0.23,10.8,0.03,"h2",28,"I1",95,0.99164,2.93,1.62,0.41,0.24,13.6
4074,"good","white","C",6.4,2.73576783718945,0.24,3.42629008543642,0.49,5.8,0.053,"h2",25,"I1",120,0.9942,3.01,1.89,0.98,0.24,10.5
4075,"medium","white","D",6.5,2.60592314879583,0.46,2.00967195059254,0.41,16.8,0.084,"d3",59,"I1",222,0.9993,3.18,1.93,0.58,0.24,9
4076,"good","white","D",6,3.21073443693559,0.28,2.29511062514184,0.27,4.1,0.046,"b1",50,"S1",147,0.99126,3.27,2.21,0.56,0.24,11.6
4077,"good","white","B",7.6,2.21689224509545,0.2,4.42983765483459,0.39,2.6,0.044,"c1",30,"I1",180,0.9941,3.46,2.06,0.44,0.24,10.8
4078,"good","white","A",7.2,2.52571048169079,0.28,3.41349891191069,0.26,12.5,0.046,"e1",48,"I1",179,0.9975,3.1,2.3,0.52,0.24,9
4079,"medium","white","E",6,3.47432052441693,0.45,3.68469871720947,0.65,9.7,0.08,"f2",11,"I1",159,0.9956,3.04,2.14,0.48,0.24,9.4
4080,"poor","white","A",8,2.9655431194324,0.32,3.86271531857036,0.26,1.2,0.05,"i1",11.5,"S1",88,0.9946,3.24,1.75,0.37,0.24,9.5
4081,"good","white","B",6.9,3.53528977797866,0.25,5.21412058842536,0.33,1.2,0.035,"i2",35,"S1",158,0.99082,3.02,1.89,0.58,0.24,11.3
4082,"good","white","E",6.3,3.20151481735303,0.55,4.24674137497659,0.45,13,0.047,"e2",33,"I1",182,0.9974,3.2,2.12,0.46,0.24,9.2
4083,"good","red","E",7.7,2.84627412550573,0.715,2.43202876748727,0.01,2.1,0.064,"g3",31,"I2",43,0.99371,3.41,2.23,0.57,0.24,11.8
4084,"medium","white","B",6.5,2.74202398669663,0.25,4.19241203672987,0.27,15.2,0.049,"e3",75,"I2",217,0.9972,3.19,3.24,0.39,0.24,9.9
4085,"good","white","D",6.7,2.53758579978006,0.31,5.73746925587894,0.18,7.7,0.043,"f3",57,"S3",200,0.99566,3.17,2.77,0.44,0.24,9.4
4086,"medium","white","E",6,3.33453792387828,0.26,3.86327757590001,0.18,7,0.055,"c3",50,"I1",194,0.99591,3.21,2.35,0.43,0.24,9
4087,"good","red","D",9.1,2.7559391433324,0.76,3.13730147575827,0.68,1.7,0.414,"i2",18,"I1",64,0.99652,2.9,2.49,1.33,0.24,9.1
4088,"good","white","B",7.8,2.20837561636967,0.2,3.35454811732801,0.32,5,0.016,"d2",31,"E",101,0.99186,2.99,2.39,0.39,0.24,11
4089,"poor","red","B",9.9,3.46854436447135,0.5,3.18400965504566,0.24,2.3,0.103,"c2",6,"S1",14,0.9978,3.34,2.47,0.52,0.24,10
4090,"good","red","D",7.8,2.10807457561496,0.34,2.29264864713678,0.37,2,0.082,"f2",24,"S1",58,0.9964,3.34,2.01,0.59,0.24,9.4
4091,"good","white","B",6.4,2.72473071314705,0.14,3.16856440219846,0.31,1.2,0.034,"g2",53,"P2",138,0.99084,3.38,2.6,0.35,0.24,11.5
4092,"medium","white","D",6.8,2.61736514389313,0.21,2.15856891752028,0.36,18.1,0.046,"e3",32,"E",133,1,3.27,1.56,0.48,0.24,8.8
4093,"good","white","D",6.7,3.91657732840924,0.18,3.11759001302524,0.28,10.2,0.039,"f1",29,"I1",115,0.99469,3.11,2.11,0.45,0.24,10.9
4094,"poor","red","B",5.7,2.11303540967224,1.13,4.01701984613308,0.09,1.5,0.172,"f1",7,"S2",19,0.994,3.5,2.43,0.48,0.24,9.8
4095,"good","white","E",7.4,2.79923938513556,0.36,3.37940517933621,0.32,1.9,0.036,"c3",27,"I1",119,0.99196,3.15,1.59,0.49,0.24,11.2
4096,"good","red","D",6.4,3.19691237558441,0.39,2.47954207984109,0.33,3.3,0.046,"g1",12,"S2",53,0.99294,3.36,2.12,0.62,0.24,12.2
4097,"medium","white","B",7.4,3.51588570285387,0.2,2.98171741947333,0.35,6.1,0.025,"d1",10,"I1",40,0.99244,2.79,1.4,0.52,0.24,10.9
4098,"medium","red","D",6.5,2.95799986926053,0.46,5.62466667547426,0.14,2.4,0.114,"e2",9,"S3",37,0.99732,3.66,1.92,0.65,0.24,9.8
4099,"good","red","E",5,3.16165542879659,0.4,2.01690156098443,0.5,4.3,0.046,"f3",29,"I1",80,0.9902,3.49,2.03,0.66,0.24,13.6
4100,"medium","red","E",8.3,3.29714735226388,0.43,1.7707266268306,0.3,3.4,0.079,"g1",7,"S2",34,0.99788,3.36,2.22,0.61,0.24,10.5
4101,"medium","red","C",8.3,2.78907801672588,0.6,3.25738232046565,0.25,2.2,0.118,"e1",9,"I1",38,0.99616,3.15,2.79,0.53,0.24,9.8
4102,"good","white","C",8.2,2.60463134967459,0.42,3.16935894334361,0.29,4.1,0.03,"b2",31,"I1",100,0.9911,3,2.72,0.32,0.24,12.8
4103,"poor","white","A",6.7,2.94650895545405,0.25,3.07377228601934,0.26,1.55,0.041,"b1",118.5,"I1",216,0.9949,3.55,2.52,0.63,0.24,9.4
4104,"medium","red","B",6.7,2.54460057923459,0.64,3.76526796426271,0.23,2.1,0.08,"i1",11,"I1",119,0.99538,3.36,1.78,0.7,0.24,10.9
4105,"medium","red","E",7.4,2.7911805451895,0.6,4.65665983752073,0.26,7.3,0.07,"d2",36,"I1",121,0.9982,3.37,1.1,0.49,0.24,9.4
